Country;Continent;Sub Region;Year;GDP per Capita (Grouped);Life Expectancy (Grouped);C02 Emissions per Person (Tonnes);Child Mortality Rate (per 1000 births);GDP per Capita;Life Expectancy;Population Total
Pakistan;Asia;Southern Asia;1977;<5000;>=50 and <= 60;0,344;171;1950;59,3;71000000
Bangladesh;Asia;Southern Asia;1978;<5000;>=50 and <= 60;0,0781;207;1090;53,1;75500000
Bhutan;Asia;Southern Asia;1978;<5000;>=50 and <= 60;0,0285;211;1090;52,4;383000
India;Asia;Southern Asia;1978;<5000;>=50 and <= 60;0,425;178;1290;53,3;667000000
Nepal;Asia;Southern Asia;1978;<5000;>=50 and <= 60;0,0232;221;1020;51,6;14300000
Pakistan;Asia;Southern Asia;1978;<5000;>=50 and <= 60;0,357;169;2060;59,7;73200000
Bangladesh;Asia;Southern Asia;1979;<5000;>=50 and <= 60;0,0839;203;1110;53,5;77500000
Bhutan;Asia;Southern Asia;1979;<5000;>=50 and <= 60;0,0554;203;1110;52,9;395000
India;Asia;Southern Asia;1979;<5000;>=50 and <= 60;0,436;173;1200;53,9;683000000
Nepal;Asia;Southern Asia;1979;<5000;>=50 and <= 60;0,0352;215;1020;52,1;14700000
Pakistan;Asia;Southern Asia;1979;<5000;>=50 and <= 60;0,374;167;2070;60;75600000
Bangladesh;Asia;Southern Asia;1980;<5000;>=50 and <= 60;0,0938;199;1090;53,8;79600000
Bhutan;Asia;Southern Asia;1980;<5000;>=50 and <= 60;0,0538;196;1130;53,3;407000
India;Asia;Southern Asia;1980;<5000;>=50 and <= 60;0,451;168;1260;54,4;699000000
Nepal;Asia;Southern Asia;1980;<5000;>=50 and <= 60;0,0364;209;965;52,4;15000000
Bangladesh;Asia;Southern Asia;1981;<5000;>=50 and <= 60;0,0947;194;1100;54,1;81800000
Bhutan;Asia;Southern Asia;1981;<5000;>=50 and <= 60;0,0611;188;1230;53,9;418000
India;Asia;Southern Asia;1981;<5000;>=50 and <= 60;0,475;163;1310;55;715000000
Nepal;Asia;Southern Asia;1981;<5000;>=50 and <= 60;0,0298;202;939;52,8;15400000
Bangladesh;Asia;Southern Asia;1982;<5000;>=50 and <= 60;0,1;189;1080;54,4;83900000
Bhutan;Asia;Southern Asia;1982;<5000;>=50 and <= 60;0,0766;181;1220;54,5;429000
India;Asia;Southern Asia;1982;<5000;>=50 and <= 60;0,479;158;1320;55,5;732000000
Maldives;Asia;Southern Asia;1982;<5000;>=50 and <= 60;0,28;141;1950;50,8;170000
Nepal;Asia;Southern Asia;1982;<5000;>=50 and <= 60;0,0284;196;1030;53,4;15700000
Bangladesh;Asia;Southern Asia;1983;<5000;>=50 and <= 60;0,0932;184;1110;54,8;86100000
Bhutan;Asia;Southern Asia;1983;<5000;>=50 and <= 60;0,0664;173;1290;55,2;440000
India;Asia;Southern Asia;1983;<5000;>=50 and <= 60;0,507;153;1400;56;749000000
Maldives;Asia;Southern Asia;1983;<5000;>=50 and <= 60;0,291;134;2210;52,2;176000
Nepal;Asia;Southern Asia;1983;<5000;>=50 and <= 60;0,031;190;970;53,8;16100000
Bangladesh;Asia;Southern Asia;1984;<5000;>=50 and <= 60;0,101;179;1140;55,3;88400000
Bhutan;Asia;Southern Asia;1984;<5000;>=50 and <= 60;0,113;166;1340;55,9;451000
India;Asia;Southern Asia;1984;<5000;>=50 and <= 60;0,508;149;1420;56,4;767000000
Maldives;Asia;Southern Asia;1984;<5000;>=50 and <= 60;0,321;127;2720;53,7;183000
Nepal;Asia;Southern Asia;1984;<5000;>=50 and <= 60;0,0431;183;1040;54,3;16500000
Bangladesh;Asia;Southern Asia;1985;<5000;>=50 and <= 60;0,11;174;1150;55,3;90800000
Bhutan;Asia;Southern Asia;1985;<5000;>=50 and <= 60;0,133;159;1380;56,4;464000
India;Asia;Southern Asia;1985;<5000;>=50 and <= 60;0,546;145;1450;56,8;784000000
Maldives;Asia;Southern Asia;1985;<5000;>=50 and <= 60;0,348;121;2980;55,3;190000
Nepal;Asia;Southern Asia;1985;<5000;>=50 and <= 60;0,0406;176;1070;54,9;16900000
Bangladesh;Asia;Southern Asia;1986;<5000;>=50 and <= 60;0,12;168;1180;56,2;93200000
Bhutan;Asia;Southern Asia;1986;<5000;>=50 and <= 60;0,114;153;1530;57,1;479000
India;Asia;Southern Asia;1986;<5000;>=50 and <= 60;0,573;141;1480;57,3;802000000
Maldives;Asia;Southern Asia;1986;<5000;>=50 and <= 60;0,411;115;3160;56,9;196000
Nepal;Asia;Southern Asia;1986;<5000;>=50 and <= 60;0,0412;170;1090;55,5;17200000
Bangladesh;Asia;Southern Asia;1987;<5000;>=50 and <= 60;0,121;162;1210;56,7;95700000
Bhutan;Asia;Southern Asia;1987;<5000;>=50 and <= 60;0,205;146;1940;57,9;494000
India;Asia;Southern Asia;1987;<5000;>=50 and <= 60;0,598;137;1510;57,7;820000000
Maldives;Asia;Southern Asia;1987;<5000;>=50 and <= 60;0,397;109;3340;58,4;203000
Nepal;Asia;Southern Asia;1987;<5000;>=50 and <= 60;0,0499;162;1100;56;17600000
Bangladesh;Asia;Southern Asia;1988;<5000;>=50 and <= 60;0,134;156;1220;57,1;98200000
Bhutan;Asia;Southern Asia;1988;<5000;>=50 and <= 60;0,213;140;2000;58,6;510000
India;Asia;Southern Asia;1988;<5000;>=50 and <= 60;0,632;133;1630;58,1;837000000
Maldives;Asia;Southern Asia;1988;<5000;>=50 and <= 60;0,454;104;3510;59,8;210000
Nepal;Asia;Southern Asia;1988;<5000;>=50 and <= 60;0,0556;155;1150;56,5;18000000
Afghanistan;Asia;Southern Asia;1989;<5000;>=50 and <= 60;0,236;184;1100;50,8;11900000
Bangladesh;Asia;Southern Asia;1989;<5000;>=50 and <= 60;0,13;150;1230;58;101000000
Bhutan;Asia;Southern Asia;1989;<5000;>=50 and <= 60;0,118;134;2110;59,2;522000
India;Asia;Southern Asia;1989;<5000;>=50 and <= 60;0,679;130;1700;58,6;855000000
Nepal;Asia;Southern Asia;1989;<5000;>=50 and <= 60;0,0499;148;1150;57,2;18400000
Afghanistan;Asia;Southern Asia;1990;<5000;>=50 and <= 60;0,213;177;1040;51,6;12400000
Bangladesh;Asia;Southern Asia;1990;<5000;>=50 and <= 60;0,146;144;1290;58,1;103000000
Bhutan;Asia;Southern Asia;1990;<5000;>=50 and <= 60;0,239;128;2330;59,9;531000
India;Asia;Southern Asia;1990;<5000;>=50 and <= 60;0,712;126;1760;59;873000000
Nepal;Asia;Southern Asia;1990;<5000;>=50 and <= 60;0,0338;141;1200;57,7;18900000
Afghanistan;Asia;Southern Asia;1991;<5000;>=50 and <= 60;0,188;171;1030;51,3;13300000
Bangladesh;Asia;Southern Asia;1991;<5000;>=50 and <= 60;0,147;138;1300;56,5;106000000
India;Asia;Southern Asia;1991;<5000;>=50 and <= 60;0,741;122;1740;59,4;891000000
Nepal;Asia;Southern Asia;1991;<5000;>=50 and <= 60;0,0499;134;1240;58,3;19400000
Afghanistan;Asia;Southern Asia;1992;<5000;>=50 and <= 60;0,0997;165;950;51,4;14500000
Bangladesh;Asia;Southern Asia;1992;<5000;>=50 and <= 60;0,16;132;1340;59,8;108000000
India;Asia;Southern Asia;1992;<5000;>=50 and <= 60;0,772;119;1800;59,7;909000000
Nepal;Asia;Southern Asia;1992;<5000;>=50 and <= 60;0,0673;127;1260;59,1;19900000
Afghanistan;Asia;Southern Asia;1993;<5000;>=50 and <= 60;0,0891;160;818;51,4;15800000
India;Asia;Southern Asia;1993;<5000;>=50 and <= 60;0,783;116;1850;60;927000000
Nepal;Asia;Southern Asia;1993;<5000;>=50 and <= 60;0,0722;121;1270;59,3;20500000
Afghanistan;Asia;Southern Asia;1994;<5000;>=50 and <= 60;0,08;155;732;50,7;17100000
Nepal;Asia;Southern Asia;1994;<5000;>=50 and <= 60;0,0814;114;1340;60;21000000
Afghanistan;Asia;Southern Asia;1995;<5000;>=50 and <= 60;0,0727;150;881;51,1;18100000
Afghanistan;Asia;Southern Asia;1996;<5000;>=50 and <= 60;0,066;145;904;51,4;18900000
Afghanistan;Asia;Southern Asia;1997;<5000;>=50 and <= 60;0,0597;141;930;51,1;19400000
Afghanistan;Asia;Southern Asia;1998;<5000;>=50 and <= 60;0,0552;137;956;50,1;19700000
Afghanistan;Asia;Southern Asia;1999;<5000;>=50 and <= 60;0,0423;133;982;51,5;20200000
Afghanistan;Asia;Southern Asia;2000;<5000;>=50 and <= 60;0,0385;130;972;51,6;20800000
Afghanistan;Asia;Southern Asia;2001;<5000;>=50 and <= 60;0,039;126;871;51,7;21600000
Afghanistan;Asia;Southern Asia;2002;<5000;>=50 and <= 60;0,0487;122;1060;52,4;22600000
Afghanistan;Asia;Southern Asia;2003;<5000;>=50 and <= 60;0,0518;118;1100;53;23700000
Afghanistan;Asia;Southern Asia;2004;<5000;>=50 and <= 60;0,0394;114;1060;53,5;24700000
Afghanistan;Asia;Southern Asia;2005;<5000;>=50 and <= 60;0,0529;110;1140;53,9;25700000
Afghanistan;Asia;Southern Asia;2006;<5000;>=50 and <= 60;0,0637;106;1160;54,1;26400000
Afghanistan;Asia;Southern Asia;2007;<5000;>=50 and <= 60;0,0854;102;1290;54,6;27100000
Afghanistan;Asia;Southern Asia;2008;<5000;>=50 and <= 60;0,154;98,2;1300;55,2;27700000
Afghanistan;Asia;Southern Asia;2009;<5000;>=50 and <= 60;0,242;94,1;1530;55,7;28400000
Afghanistan;Asia;Southern Asia;2010;<5000;>=50 and <= 60;0,294;90,2;1610;56,2;29200000
Afghanistan;Asia;Southern Asia;2011;<5000;>=50 and <= 60;0,412;86,4;1660;56,7;30100000
Afghanistan;Asia;Southern Asia;2012;<5000;>=50 and <= 60;0,35;82,8;1840;57,2;31200000
Afghanistan;Asia;Southern Asia;2013;<5000;>=50 and <= 60;0,316;79,3;1810;57,7;32300000
Afghanistan;Asia;Southern Asia;2014;<5000;>=50 and <= 60;0,299;76,1;1780;57,8;33400000
Yemen;Asia;Western Asia;1977;<5000;>=50 and <= 60;0,41;245;3170;50,7;7180000
Yemen;Asia;Western Asia;1978;<5000;>=50 and <= 60;0,412;232;3350;51,5;7410000
Yemen;Asia;Western Asia;1979;<5000;>=50 and <= 60;0,412;220;3430;52,4;7670000
Yemen;Asia;Western Asia;1980;<5000;>=50 and <= 60;0,409;207;3360;53,1;7940000
Yemen;Asia;Western Asia;1981;<5000;>=50 and <= 60;0,502;195;3460;53,9;8230000
Yemen;Asia;Western Asia;1982;<5000;>=50 and <= 60;0,679;183;3430;54,1;8540000
Yemen;Asia;Western Asia;1983;<5000;>=50 and <= 60;0,695;172;3520;55,4;8870000
Yemen;Asia;Western Asia;1984;<5000;>=50 and <= 60;0,757;162;3550;56;9210000
Yemen;Asia;Western Asia;1985;<5000;>=50 and <= 60;0,879;154;3420;56,6;9570000
Yemen;Asia;Western Asia;1986;<5000;>=50 and <= 60;0,808;146;3390;54,6;9940000
Yemen;Asia;Western Asia;1987;<5000;>=50 and <= 60;0,817;140;3410;57,5;10300000
Armenia;Asia;Western Asia;1988;<5000;>=50 and <= 60;2,06;81,6;3890;55;3500000
Yemen;Asia;Western Asia;1988;<5000;>=50 and <= 60;0,869;135;3440;57,9;10700000
Yemen;Asia;Western Asia;1989;<5000;>=50 and <= 60;0,867;130;3450;58,3;11200000
Yemen;Asia;Western Asia;1990;<5000;>=50 and <= 60;0,796;126;3330;58,7;11700000
Yemen;Asia;Western Asia;1991;<5000;>=50 and <= 60;0,727;122;3370;59,1;12300000
Yemen;Asia;Western Asia;1992;<5000;>=50 and <= 60;0,747;119;3460;59,5;13000000
Yemen;Asia;Western Asia;1993;<5000;>=50 and <= 60;0,621;117;3420;59,8;13600000
Yemen;Asia;Western Asia;1994;<5000;>=50 and <= 60;0,617;114;3490;59,9;14300000
Saudi Arabia;Asia;Western Asia;1966;>= 20000 and <40000;>=50 and <= 60;1,28;205;25100;59,7;5020000
Oman;Asia;Western Asia;1972;>= 20000 and <40000;>=50 and <= 60;2,69;204;20300;52,8;776000
Oman;Asia;Western Asia;1975;>= 20000 and <40000;>=50 and <= 60;8,23;169;22200;56,3;882000
Oman;Asia;Western Asia;1976;>= 20000 and <40000;>=50 and <= 60;8,98;157;23900;58,3;927000
Oman;Asia;Western Asia;1977;>= 20000 and <40000;>=50 and <= 60;8,7;145;22900;59,2;978000
Turkmenistan;Asia;Central Asia;1966;>= 5000 and <20000;>=50 and <= 60;10,1;168;8600;54,6;1950000
Turkmenistan;Asia;Central Asia;1967;>= 5000 and <20000;>=50 and <= 60;10,3;164;8890;55;2010000
Turkmenistan;Asia;Central Asia;1968;>= 5000 and <20000;>=50 and <= 60;10,3;161;9330;55,3;2070000
Turkmenistan;Asia;Central Asia;1969;>= 5000 and <20000;>=50 and <= 60;10,4;158;9380;55,6;2130000
Turkmenistan;Asia;Central Asia;1970;>= 5000 and <20000;>=50 and <= 60;10,6;155;10000;55,9;2200000
Turkmenistan;Asia;Central Asia;1971;>= 5000 and <20000;>=50 and <= 60;11;153;10200;56,5;2260000
Turkmenistan;Asia;Central Asia;1972;>= 5000 and <20000;>=50 and <= 60;11,2;150;10200;57,1;2320000
Tajikistan;Asia;Central Asia;1973;>= 5000 and <20000;>=50 and <= 60;1,88;150;5110;57,8;3200000
Turkmenistan;Asia;Central Asia;1973;>= 5000 and <20000;>=50 and <= 60;11,4;148;10900;57,6;2390000
Tajikistan;Asia;Central Asia;1974;>= 5000 and <20000;>=50 and <= 60;1,89;145;5060;58,1;3300000
Turkmenistan;Asia;Central Asia;1974;>= 5000 and <20000;>=50 and <= 60;11,5;145;10900;58,2;2460000
Turkmenistan;Asia;Central Asia;1975;>= 5000 and <20000;>=50 and <= 60;11,7;143;10500;58,7;2530000
Turkmenistan;Asia;Central Asia;1976;>= 5000 and <20000;>=50 and <= 60;11,9;140;10700;59,2;2590000
Turkmenistan;Asia;Central Asia;1977;>= 5000 and <20000;>=50 and <= 60;11,9;138;10600;59,7;2660000
Iraq;Asia;Western Asia;1966;>= 5000 and <20000;>=50 and <= 60;3,2;139;7440;57;8650000
Jordan;Asia;Western Asia;1966;>= 5000 and <20000;>=50 and <= 60;1,25;111;5430;59,1;1270000
Turkey;Asia;Western Asia;1966;>= 5000 and <20000;>=50 and <= 60;0,995;213;6170;54,1;31700000
Iraq;Asia;Western Asia;1967;>= 5000 and <20000;>=50 and <= 60;2,06;132;7020;58,1;8950000
Jordan;Asia;Western Asia;1967;>= 5000 and <20000;>=50 and <= 60;1,03;105;5290;59,9;1380000
Turkey;Asia;Western Asia;1967;>= 5000 and <20000;>=50 and <= 60;1,03;206;6300;54,9;32500000
Iraq;Asia;Western Asia;1968;>= 5000 and <20000;>=50 and <= 60;2,13;126;8000;59;9260000
Turkey;Asia;Western Asia;1968;>= 5000 and <20000;>=50 and <= 60;1,09;200;6590;55,6;33300000
Iraq;Asia;Western Asia;1969;>= 5000 and <20000;>=50 and <= 60;2,36;120;7990;59,8;9590000
Turkey;Asia;Western Asia;1969;>= 5000 and <20000;>=50 and <= 60;1,14;194;6780;56,3;34100000
Oman;Asia;Western Asia;1970;>= 5000 and <20000;>=50 and <= 60;0,324;229;19500;50,7;724000
Turkey;Asia;Western Asia;1970;>= 5000 and <20000;>=50 and <= 60;1,22;188;7070;57;34900000
Oman;Asia;Western Asia;1971;>= 5000 and <20000;>=50 and <= 60;2,8;217;19100;52,1;749000
Turkey;Asia;Western Asia;1971;>= 5000 and <20000;>=50 and <= 60;1,34;182;7100;57,8;35700000
Turkey;Asia;Western Asia;1972;>= 5000 and <20000;>=50 and <= 60;1,47;177;7550;58,5;36600000
Oman;Asia;Western Asia;1973;>= 5000 and <20000;>=50 and <= 60;2,62;192;16900;53,8;807000
Turkey;Asia;Western Asia;1973;>= 5000 and <20000;>=50 and <= 60;1,59;171;7830;59;37500000
Cyprus;Asia;Western Asia;1974;>= 5000 and <20000;>=50 and <= 60;3;28,8;10000;51,4;642000
Oman;Asia;Western Asia;1974;>= 5000 and <20000;>=50 and <= 60;2,77;180;18300;55,1;842000
Turkey;Asia;Western Asia;1974;>= 5000 and <20000;>=50 and <= 60;1,59;165;8420;59,6;38400000
Lebanon;Asia;Western Asia;1975;>= 5000 and <20000;>=50 and <= 60;2,5;57,9;10400;59,6;2580000
Lebanon;Asia;Western Asia;1977;>= 5000 and <20000;>=50 and <= 60;2,14;55,4;7510;52,7;2600000
Lebanon;Asia;Western Asia;1978;>= 5000 and <20000;>=50 and <= 60;2,19;54;7700;52,8;2600000
Lebanon;Asia;Western Asia;1979;>= 5000 and <20000;>=50 and <= 60;2,37;52,5;8710;52,9;2590000
Lebanon;Asia;Western Asia;1980;>= 5000 and <20000;>=50 and <= 60;2,37;50,8;9240;53,1;2590000
Iraq;Asia;Western Asia;1981;>= 5000 and <20000;>=50 and <= 60;2,29;70,2;13800;57;14000000
Lebanon;Asia;Western Asia;1981;>= 5000 and <20000;>=50 and <= 60;2,43;49,1;9310;53,4;2590000
Iraq;Asia;Western Asia;1982;>= 5000 and <20000;>=50 and <= 60;2,12;67,8;13000;57,4;14400000
Iraq;Asia;Western Asia;1983;>= 5000 and <20000;>=50 and <= 60;2,61;65,5;11000;57,7;14800000
Lebanon;Asia;Western Asia;1987;>= 5000 and <20000;>=50 and <= 60;2,98;37,9;14300;54,5;2670000
Lebanon;Asia;Western Asia;1988;>= 5000 and <20000;>=50 and <= 60;2,87;36,1;10300;54,6;2680000
Russia;Europe;Eastern Europe;1960;;;7,51;;;;120000000
Russia;Europe;Eastern Europe;1961;;;7,65;;;;121000000
Russia;Europe;Eastern Europe;1962;;;7,94;;;;123000000
Russia;Europe;Eastern Europe;1963;;;8,42;;;;124000000
Russia;Europe;Eastern Europe;1964;;;8,87;;;;125000000
Russia;Europe;Eastern Europe;1965;;;9,32;;;;127000000
Russia;Europe;Eastern Europe;1966;;;9,78;;;;127000000
Russia;Europe;Eastern Europe;1967;;;10,2;;;;128000000
Russia;Europe;Eastern Europe;1968;;;10,4;;;;129000000
Russia;Europe;Eastern Europe;1969;;;10,8;;;;129000000
Russia;Europe;Eastern Europe;1970;;;11,3;;;;130000000
Russia;Europe;Eastern Europe;1971;;;11,9;;;;131000000
Russia;Europe;Eastern Europe;1972;;;12,5;;;;132000000
Russia;Europe;Eastern Europe;1973;;;12,9;;;;132000000
Russia;Europe;Eastern Europe;1974;;;13,3;;;;133000000
Russia;Europe;Eastern Europe;1975;;;13,9;;;;134000000
Russia;Europe;Eastern Europe;1976;;;14,4;;;;135000000
Russia;Europe;Eastern Europe;1977;;;14,8;;;;135000000
Russia;Europe;Eastern Europe;1978;;;15,2;;;;136000000
Russia;Europe;Eastern Europe;1979;;;15,2;;;;137000000
Russia;Europe;Eastern Europe;1980;;;15,7;;;;138000000
Russia;Europe;Eastern Europe;1981;;;15,3;;;;139000000
Russia;Europe;Eastern Europe;1982;;;15,5;;;;140000000
Russia;Europe;Eastern Europe;1983;;;15,6;;;;141000000
Russia;Europe;Eastern Europe;1984;;;15,6;;;;142000000
Russia;Europe;Eastern Europe;1985;;;16,8;;;;143000000
Russia;Europe;Eastern Europe;1986;;;16,7;;;;144000000
Russia;Europe;Eastern Europe;1987;;;17,3;;;;145000000
Russia;Europe;Eastern Europe;1988;;;17,6;;;;146000000
Russia;Europe;Eastern Europe;1989;;;17,1;;9880;;147000000
Russia;Europe;Eastern Europe;1990;;;16;;9550;;148000000
Russia;Europe;Eastern Europe;1991;;;15,4;;9050;;148000000
Russia;Europe;Eastern Europe;1992;;;14;;7730;;148000000
Russia;Europe;Eastern Europe;1993;;;13,1;;7070;;148000000
Russia;Europe;Eastern Europe;1994;;;11,4;;6190;;148000000
Russia;Europe;Eastern Europe;1995;;;11;;5930;;148000000
Russia;Europe;Eastern Europe;1996;;;10,9;;5710;;148000000
Russia;Europe;Eastern Europe;1997;;;10,3;;5800;;148000000
Russia;Europe;Eastern Europe;1998;;;10,1;;5510;;147000000
Russia;Europe;Eastern Europe;1999;;;10,4;;5880;;147000000
Russia;Europe;Eastern Europe;2000;;;10,6;;6490;;146000000
Russia;Europe;Eastern Europe;2001;;;10,7;;6850;;146000000
Russia;Europe;Eastern Europe;2002;;;10,7;;7210;;145000000
Russia;Europe;Eastern Europe;2003;;;11,1;;7770;;145000000
Russia;Europe;Eastern Europe;2004;;;11,1;;8360;;144000000
Russia;Europe;Eastern Europe;2005;;;11,2;;8930;;144000000
Russia;Europe;Eastern Europe;2006;;;11,6;;9690;;143000000
Russia;Europe;Eastern Europe;2007;;;11,6;;10500;;143000000
Russia;Europe;Eastern Europe;2008;;;12;;11100;;143000000
Russia;Europe;Eastern Europe;2009;;;11;;10200;;143000000
Russia;Europe;Eastern Europe;2010;;;11,6;;10700;;143000000
Russia;Europe;Eastern Europe;2011;;;12,3;;11100;;144000000
Russia;Europe;Eastern Europe;2012;;;12,7;;11500;;144000000
Russia;Europe;Eastern Europe;2013;;;12,3;;11700;;144000000
Russia;Europe;Eastern Europe;2014;;;11,8;;11600;;145000000
United Kingdom;Europe;Northern Europe;1960;;;15,5;;13900;;52400000
United Kingdom;Europe;Northern Europe;1961;;;15,2;;14200;;52700000
United Kingdom;Europe;Northern Europe;1962;;;15,5;;14200;;53100000
United Kingdom;Europe;Northern Europe;1963;;;16;;14800;;53500000
United Kingdom;Europe;Northern Europe;1964;;;16,5;;15500;;53900000
United Kingdom;Europe;Northern Europe;1965;;;17;;15800;;54200000
United Kingdom;Europe;Northern Europe;1966;;;17,6;;15900;;54600000
United Kingdom;Europe;Northern Europe;1967;;;18,1;;16300;;54900000
United Kingdom;Europe;Northern Europe;1968;;;18,6;;17100;;55100000
United Kingdom;Europe;Northern Europe;1969;;;19,4;;17300;;55400000
United Kingdom;Europe;Northern Europe;1970;;;20,7;;17700;;55600000
United Kingdom;Europe;Northern Europe;1971;;;20,6;;18300;;55700000
United Kingdom;Europe;Northern Europe;1972;;;21,4;;19000;;55900000
United Kingdom;Europe;Northern Europe;1973;;;22,2;;20200;;56000000
United Kingdom;Europe;Northern Europe;1974;;;21,2;;19700;;56100000
United Kingdom;Europe;Northern Europe;1975;;;20,1;;19400;;56200000
United Kingdom;Europe;Northern Europe;1976;;;20,9;;20000;;56200000
United Kingdom;Europe;Northern Europe;1977;;;21,3;;20500;;56200000
United Kingdom;Europe;Northern Europe;1978;;;21,7;;21300;;56200000
United Kingdom;Europe;Northern Europe;1979;;;21,6;;22100;;56200000
United Kingdom;Europe;Northern Europe;1980;;;20,6;;21600;;56200000
United Kingdom;Europe;Northern Europe;1981;;;19,6;;21500;;56200000
United Kingdom;Europe;Northern Europe;1982;;;18,4;;21900;;56200000
United Kingdom;Europe;Northern Europe;1983;;;18,4;;22800;;56300000
United Kingdom;Europe;Northern Europe;1984;;;18,8;;23300;;56300000
United Kingdom;Europe;Northern Europe;1985;;;18,7;;24200;;56400000
United Kingdom;Europe;Northern Europe;1986;;;18,5;;24900;;56500000
United Kingdom;Europe;Northern Europe;1987;;;19,1;;26200;;56700000
United Kingdom;Europe;Northern Europe;1988;;;19,8;;27600;;56800000
United Kingdom;Europe;Northern Europe;1989;;;19,8;;28300;;57000000
United Kingdom;Europe;Northern Europe;1990;;;19,1;;28400;;57100000
United Kingdom;Europe;Northern Europe;1991;;;18,9;;28000;;57300000
United Kingdom;Europe;Northern Europe;1992;;;19,1;;28000;;57400000
United Kingdom;Europe;Northern Europe;1993;;;19,4;;28700;;57600000
United Kingdom;Europe;Northern Europe;1994;;;19,4;;29700;;57800000
United Kingdom;Europe;Northern Europe;1995;;;19,4;;30700;;57900000
United Kingdom;Europe;Northern Europe;1996;;;19,6;;31400;;58100000
United Kingdom;Europe;Northern Europe;1997;;;19,8;;32500;;58300000
United Kingdom;Europe;Northern Europe;1998;;;19,6;;33600;;58500000
United Kingdom;Europe;Northern Europe;1999;;;19,8;;34600;;58700000
United Kingdom;Europe;Northern Europe;2000;;;20,2;;35700;;58900000
United Kingdom;Europe;Northern Europe;2001;;;19,7;;36600;;59100000
United Kingdom;Europe;Northern Europe;2002;;;19,6;;37300;;59300000
United Kingdom;Europe;Northern Europe;2003;;;19,6;;38300;;59600000
United Kingdom;Europe;Northern Europe;2004;;;19,7;;39000;;59900000
United Kingdom;Europe;Northern Europe;2005;;;19,6;;40000;;60300000
United Kingdom;Europe;Northern Europe;2006;;;19,1;;40800;;60800000
United Kingdom;Europe;Northern Europe;2007;;;19,3;;41500;;61500000
United Kingdom;Europe;Northern Europe;2008;;;18,5;;41000;;62100000
United Kingdom;Europe;Northern Europe;2009;;;17,2;;39000;;62800000
United Kingdom;Europe;Northern Europe;2010;;;17,5;;39400;;63500000
United Kingdom;Europe;Northern Europe;2011;;;17;;39700;;64000000
United Kingdom;Europe;Northern Europe;2012;;;16,3;;40000;;64500000
United Kingdom;Europe;Northern Europe;2013;;;16,3;;40600;;65000000
United Kingdom;Europe;Northern Europe;2014;;;16,5;;41400;;65400000
Andorra;Europe;Southern Europe;1967;>= 20000 and <40000;;;;26300;;20800
Andorra;Europe;Southern Europe;1968;>= 20000 and <40000;;;;28400;;21900
Andorra;Europe;Southern Europe;1969;>= 20000 and <40000;;;;30700;;23100
Belarus;Europe;Eastern Europe;1967;<5000;>60;6,27;26,2;4980;71,7;8670000
Ukraine;Europe;Eastern Europe;1996;<5000;>60;8,15;20,3;4590;66,8;50600000
Ukraine;Europe;Eastern Europe;1997;<5000;>60;6,8;20,1;4500;67,4;50200000
Ukraine;Europe;Eastern Europe;1998;<5000;>60;6,61;19,7;4450;68,1;49700000
Ukraine;Europe;Eastern Europe;1999;<5000;>60;6,75;19,1;4490;67,8;49300000
Ukraine;Europe;Eastern Europe;2000;<5000;>60;6,57;18,3;4800;67,4;48800000
Malta;Europe;Southern Europe;1966;<5000;>60;1,29;33,1;3270;68,5;323000
Albania;Europe;Southern Europe;1967;<5000;>60;1,34;142;3460;66,7;2000000
Bosnia and Herzegovina;Europe;Southern Europe;1967;<5000;>60;;82,3;2140;64,7;3630000
Malta;Europe;Southern Europe;1967;<5000;>60;1,62;31,8;3480;68,7;322000
Albania;Europe;Southern Europe;1968;<5000;>60;1,5;136;3580;66,9;2050000
Bosnia and Herzegovina;Europe;Southern Europe;1968;<5000;>60;;77,2;2140;65,3;3680000
Malta;Europe;Southern Europe;1968;<5000;>60;1,99;30,5;3810;69;322000
Albania;Europe;Southern Europe;1969;<5000;>60;1,55;131;3700;67,1;2100000
Bosnia and Herzegovina;Europe;Southern Europe;1969;<5000;>60;;72,1;2340;65,9;3720000
Malta;Europe;Southern Europe;1969;<5000;>60;2,04;29,1;4040;69,3;321000
Albania;Europe;Southern Europe;1970;<5000;>60;1,74;126;3830;67,4;2150000
